Rank,ARN,Name,Date,Time,ZoneAbbrev,ZoneTime,Place,Country,Latitude,Longitude,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,Ascendant,Midheaven,EminenceScore
2702,1382,Thomas Mellon Evans,8 Sep 1910,4:45,...,+5:00,Pittsburgh,United States,40N26,080W00,164.853469856092,217.571890620942,189.93995808099,144.62787303263,171.229900925861,196.298637221921,36.2397777242655,291.488997887361,110.966505782255,87.871041548797,150.551361248725,55.1780884601659,63.25
2703,1404,Rosemary DeCamp,14 Nov 1910,5:30,...,+7:00,Prescott,United States,34N32,112W28,231.269679972535,16.1854800512033,232.39292791313,228.288569533245,215.346807889033,210.594211215391,31.6880083367732,292.073873956816,111.463983959854,87.5653002046313,211.507469204076,125.401665924059,63.25
2704,1457,Anne-Marie Ørbeck,1 Apr 1911,8:20,...,-1:00,Oslo,Norway,59N55,010E45,10.452364244336,34.2884246997545,22.4362058995729,40.1342898500696,313.571478897576,223.105039085542,35.9832091496958,298.886487088016,108.764553961697,85.975443901142,87.9146293497144,306.891150963014,63.25
2705,1471,Carmen Mathews,8 May 1911,16:14,...,+5:00,Philadelphia,United States,39N57,075W10,47.145221610334,177.785454882568,42.1678282288486,84.9393488186483,341.563230608202,218.707607397406,40.7233581281535,299.346252892144,109.174904854399,86.4983030561025,195.099895442702,107.448287292841,63.25
2706,1518,John Calvert,5 Aug 1911,16:45,...,+6:00,Whitewater,United States,39N57,084W50,132.365802401855,265.842389995294,158.643292679488,173.30333322146,43.5395335148753,216.343737533675,49.5416624669631,296.754944488901,112.089379100173,88.4714048337212,278.021230782863,211.954361656326,63.25
2707,1537,Frank Moss,23 Sep 1911,2:30,...,+7:00,Salt Lake City,United States,40N46,111W53,179.232959810444,188.995083675939,161.680639899615,166.940019306336,66.8484978839082,223.385528477198,49.8547889509642,295.470341288519,113.462868603309,88.9990108153575,134.149103577005,33.9828831685732,63.25
2708,1589,José Ferrer,8 Jan 1912,22:10,...,+4:00,San Turce,Puerto Rico (U.S. te,18N27,066W05,287.464339222985,170.009197101439,265.238830291344,245.074817063881,54.9791270117215,246.131668494094,43.3477488848181,298.718339159559,112.539591593551,87.6064509600997,164.500436654853,74.9655876006399,63.25
2709,1594,Roberto Murolo,19 Jan 1912,20:00,...,-1:00,Naples,Italy,40N51,014E17,298.367356574531,301.927876408762,274.853265445755,257.798079628868,56.9175178411439,248.123894101795,43.3192567669855,299.345476243212,112.237283878953,87.416946445111,154.011098824868,59.3069935698069,63.25
2710,1674,Johnny Hines,30 Jul 1912,16:30,...,+6:00,East Chicago,United States,41N38,087W27,127.335786788378,326.451301970434,153.619240180165,134.20895988385,158.576254730252,245.559049360409,62.1739061691234,301.237435771086,114.042004928913,89.4146900726606,265.985686470781,199.755513855244,63.25
2711,1821,Tommy Henrich,20 Jul 1913,9:25,...,+6:00,Massillon,United States,40N48,081W31,117.269889343001,324.127884289185,138.2167408302,72.428573867501,53.9943554006399,281.065460500308,73.8922413239891,305.916750231976,115.790152938305,90.2421884709898,178.043763528685,87.7368198529894,63.25
2712,1869,Virginia Carroll,2 Dec 1913,13:20,...,+8:00,Los Angeles,United States,34N03,118W15,250.120648902156,309.788371612607,232.65831926484,233.13364514032,114.312691083349,288.726261846256,75.0439564310351,304.640245952462,117.962237762759,90.4961938259509,4.40043676519527,272.619855947992,63.25
2713,1928,John Henry Lewis,5 May 1914,9:30,...,+8:00,Los Angeles,United States,34N03,118W15,44.3615462748958,166.218783012729,31.3205080456467,65.0616081183707,121.922972916443,320.2339301837,76.7982536325462,311.56467765012,115.663871524619,89.5735022536683,110.976030828205,7.6096444624451,63.25
2714,2059,Jessie Valentine,18 Mar 1915,14:30,...,+0:00,Perth,United Kingdom,56N24,003W28,356.921051674127,28.4238653519164,329.298038189804,313.719054154209,337.126465284923,340.200656661421,85.7562189275905,314.081690086794,117.776009082843,90.151545933964,140.101772559552,31.2431784282721,63.25
2715,2170,Theodore R. Milton,29 Dec 1915,13:40,...,+10:30,Schofield Barracks,United States,21N30,158W04,277.212516107747,192.96908511217,285.302377561511,303.926732231377,149.799297680261,351.919498270438,103.499024843733,313.587994148063,121.924750927721,92.1828580216208,40.2168077674162,299.622394243996,63.25
2716,2334,Ken Kavanaugh,23 Nov 1916,2:45,...,+6:00,Little Rock,United States,34N45,092W17,240.749638397867,214.532396904186,240.335078716765,204.396291671963,263.694445054838,26.714146069251,120.486594021863,316.114081116615,124.820845217235,93.9851566125134,189.172741588392,100.068496393165,63.25
2717,2412,Jack Paar,1 May 1917,23:55,...,+6:00,Canton,United States,40N48,081W23,41.2532759611425,164.262343609393,58.984465187264,42.792815273923,27.9853318426927,46.5291785085556,114.884210682525,323.423460050854,122.189044638093,92.7259328658562,295.57860374543,229.39480797291,63.25
2718,2481,John Buchanan,29 Sep 1917,15:50,...,+6:00,Winamac,United States,41N03,086W36,186.165273569443,352.779777997608,169.768923341657,225.845236415854,130.691996419091,71.518895105483,131.687700810373,320.168979476566,126.643767631175,95.5225582480015,324.86352964109,250.576576252352,63.25
2719,2721,Tony P. Mardesich,11 Jan 1919,16:54,...,+8:00,San Pedro,United States,33N44,118W17,290.776775882164,54.7394716717571,267.926369678373,302.533109146107,317.821638228323,99.4592142353389,147.27061424053,325.686913947633,128.407775931282,95.3048306903854,109.717459890862,6.19454344917967,63.25
2720,2773,Roman Pucinski,13 May 1919,13:00,...,+4:00,Buffalo,United States,42N53,078W53,51.869345416478,217.404433384997,26.7599419476578,91.0597058089107,50.9122877477019,103.015538756302,141.700545686846,331.465502472811,126.707386600741,95.1019878674373,146.382546892356,48.9684081377503,63.25
2721,2825,Marge Champion,2 Sep 1919,8:35,...,+7:00,Los Angeles,United States,34N03,118W15,159.10621261999,249.661013405012,141.016561454621,174.988067802725,126.641401391236,126.701423938279,152.667523815728,329.335660495665,130.170982867073,97.5272291744245,185.249276198976,95.7177555572269,63.25
2722,2838,Charles Percy,27 Sep 1919,3:40,...,+5:00,Pensacola,United States,30N25,087W13,183.190307377234,218.827583383467,183.189159686157,162.142797714061,142.143828050987,131.395584626916,155.705531568667,328.456852103501,130.902520336489,97.7529363631471,143.723084561434,50.3126534243193,63.25
2723,2945,Jim Hensley,12 Apr 1920,21:15,...,+6:00,San Antonio,United States,29N25,098W30,22.8941493078444,310.638294348933,355.871795648398,1.28584062584184,213.900586445976,128.232107575605,155.305820157217,334.369009218677,128.756333495485,95.7824909831396,232.798800762766,149.127657081709,63.25
2724,3006,Louis Tom Dragna,18 Jul 1920,15:25,...,+8:00,Los Angeles,United States,34N03,118W15,115.975377535167,159.041182652891,129.153812965384,120.153572392851,213.46514478513,141.569121670853,158.987206177202,335.102192829889,130.681800068859,97.7648402875584,246.045616432609,168.532529758603,63.25
2725,3064,Kate Murtagh,29 Oct 1920,23:14,...,+8:00,Los Angeles,United States,34N03,118W15,216.570812743998,72.8406395975809,239.846107410621,247.463697121643,278.627114335501,162.828809470103,171.148694578083,331.810203860716,133.678385925547,98.8357484701265,128.844586247173,30.6709659717929,63.25
2726,3171,Robert B. Tresville,9 May 1921,12:05,...,+6:00,Galveston,United States,29N18,094W48,48.5478105829937,73.1292490249387,47.6668209529892,24.2285092734739,62.5757455268372,158.950022800145,168.077173337741,339.128139497705,131.046874910253,97.2545229685924,139.644150758304,45.9229289308252,63.25
2727,3400,Barbara Hale,18 Apr 1922,9:30,...,+6:00,De Kalb,United States,41N56,088W45,27.8044158121037,293.389678482471,21.068584051681,44.7731031375806,263.092280316083,192.235969088707,182.474439832016,342.162388553585,133.183478149094,98.0782310056421,101.131895646752,348.807206513767,63.25
2728,3648,V. C. Andrews,6 Jun 1923,22:50,...,+5:00,Portsmouth,United States,36N50,076W18,75.382481080953,353.934521797652,62.672764964451,49.9283881321466,94.7767855310991,220.393441048879,193.434839803681,347.451976156257,135.835274789423,100.073193014964,309.245607919306,237.985616928804,63.25
2729,3649,Malcolm Boyd,8 Jun 1923,14:00,...,+4:00,Buffalo,United States,42N53,078W53,76.903640232531,12.8078713839764,62.3956507015041,51.8492560463146,95.8185285202209,220.260643080916,193.411040630388,347.471471609453,135.869651695177,100.11022084242,177.83191046261,87.4397581328004,63.25
2730,3745,Luz María Puente,20 Nov 1923,11:30,...,+8:00,Boyle Heights,United States,34N02,118W12,237.458194310628,27.8364947538317,240.201023774061,255.720972082214,201.489102081843,239.128116527176,207.109761501981,343.6382186442,140.388265336409,102.111077131682,307.733318630252,235.427153433622,63.25
2731,3917,Georgiana Young,10 Sep 1924,15:50,...,+8:00,Los Angeles,United States,34N03,118W15,167.958960063056,318.811804617192,169.042847371847,122.016442526113,326.168932586886,251.865390041401,209.704211146637,349.594357183746,141.151284473803,103.340474958985,302.817922228996,231.408391845131,63.25
2732,3960,Mel Patton,16 Nov 1924,13:07,...,+8:00,Los Angeles,United States,34N03,118W15,234.250031655687,112.720214864113,246.659656366322,197.089935853783,341.841689519411,262.997583310034,217.42750651668,347.638338243855,142.574190098355,103.342325381908,336.016691197941,255.407322575028,63.25
2733,4028,Inge Müller,13 Mar 1925,5:15,...,-1:00,Berlin,Germany,52N29,013E21,352.08439112803,203.57560314787,359.314538580571,341.410158937096,53.0156085912506,287.594985716261,224.008534805267,351.494777806926,140.400641149152,101.438339524964,310.514449084401,249.085057366044,63.25
2734,4068,Ernie Stautner,20 May 1925,10:00,...,-1:00,Willmering,Germany,49N15,012E40,58.8155474428773,32.3031344090051,33.5705357386193,65.7890252540008,96.616751317892,292.369573876536,219.655128839804,354.795347328801,139.893610786144,101.982532759877,133.271440603132,27.1237323714065,63.25
2735,4101,Jackie Lynn Taylor,29 Jun 1925,2:45,...,+8:00,Compton,United States,33N54,118W13,97.1505809499425,187.661323515691,107.971269119452,114.920873633547,121.934677140024,289.011414390259,217.750093541556,355.473984387395,140.701121814021,102.909460524231,67.2198366841207,317.588626206979,63.25
2736,4143,Steve Forrest,29 Sep 1925,1:30,...,+6:00,Huntsville,United States,30N43,095W33,185.631090906863,326.482433006658,179.198733334125,225.643629351876,180.336349405432,283.320018397365,222.245632535636,352.999174704892,143.854732382306,104.689635179416,124.132356200417,26.413891834022,63.25
2737,4167,Arturo Lona Reyes,1 Nov 1925,20:00,...,+7:00,Aguascalientes (Agua,Mexico,21N53,102W18,219.174806256167,56.3638084945309,234.660316800911,264.633594491994,202.410901996882,287.002533744917,226.076609210504,351.906572337186,144.609882983989,104.685550177958,84.0735260096245,342.186704945258,63.25
2738,4186,Marshall Thompson,27 Nov 1925,10:45,...,+6:00,Peoria,United States,40N42,089W35,244.938565103057,33.3146233478801,265.888647281334,292.162936072449,219.427561390297,291.461663854894,229.123747185984,351.561139089529,144.793700181596,104.39656634401,296.605378673514,230.192699861639,63.25
2739,4255,Whitney Blake,20 Feb 1926,14:25,...,+8:00,Los Angeles,United States,34N03,118W15,331.546917630903,77.790528942702,335.626764408381,311.417017932658,278.343031995935,310.765980257065,235.927268208693,354.085215806834,143.18685850133,102.813023794731,111.904429044591,8.81155221158727,63.25
2740,4261,Elwood Hillis,6 Mar 1926,1:35,...,+6:00,Kokomo,United States,40N29,086W08,344.982851722957,240.501143130369,0.325565401378688,311.060614627584,287.881407592399,313.772153723954,236.077208070664,354.825730054394,142.827979893578,102.671379866745,260.394736899606,191.855045540332,63.25
2741,4354,A. R. Schwartz,17 Jul 1926,2:20,...,+6:00,Galveston,United States,29N18,094W48,113.992539593396,195.265640753797,139.106235117577,81.7527550705388,21.1870963650591,325.681254208429,229.454106831169,359.382371209351,143.377524002297,104.517820005692,69.2983638763198,322.243196311054,63.25
2742,4447,Maralin Niska,16 Nov 1926,16:30,...,+8:00,San Pedro,United States,33N44,118W17,233.904477236352,18.2349915911991,251.247635589997,232.790541222091,37.2302530278953,319.164151625717,238.107916679346,355.666640259094,146.943617825468,105.75972828163,49.1606801482894,302.266460450844,63.25
2743,4510,Nick Gabaldón,23 Feb 1927,1:04,...,+8:00,Los Angeles,United States,34N03,118W15,333.755593289896,226.985953836062,351.579591069503,356.066793715283,60.6950095395722,338.396515955245,247.235490032515,357.957732726878,145.385547759447,103.99195646835,246.510967776472,169.135489616684,63.25
2744,4551,Joan Quigley,10 Apr 1927,16:17,...,+6:00,Kansas City,United States,39N06,094W35,20.0447070400119,131.913475219762,352.397140664765,52.9639362300437,86.4416581406992,349.403453960693,247.200985458134,0.568231596856391,144.360642188021,103.810835996978,170.18412202952,78.7929740630886,63.25
2745,4583,Harriet Woods,2 Jun 1927,22:40,...,+5:00,Cleveland,United States,41N30,081W42,71.5792538825232,113.499996506261,87.389099587476,114.582334732029,117.985376934617,359.537296988993,243.817389307832,2.88816769501737,144.405145906853,104.587537999631,291.524789745263,226.375313891295,63.25
2746,4607,Tito Gotti,6 Jul 1927,9:30,...,-1:00,Bologna,Italy,44N29,011E20,103.278775334603,185.817935035924,122.221475736116,148.677711938261,138.242863840928,2.98690418649067,241.745217578442,3.41056988587403,145.154444760754,105.400554475751,158.772287763221,64.1537707837199,63.25
2747,4646,Carolyn George,6 Sep 1927,12:03,...,+6:00,Dallas,United States,32N47,096W48,163.138172948788,279.990323086368,166.939975339496,169.440017864897,177.518309725397,0.548183085971333,241.838133916685,2.16450074568131,147.339737335982,106.809125010891,237.745917525171,157.064874959265,63.25
2748,4751,Ralph Earnhardt,23 Feb 1928,23:30,...,+5:00,Concord (Cabarrus Co,United States,35N25,080W35,334.331753199892,11.7339091206055,335.264897147342,301.848519436818,296.913710367038,6.54160962804465,258.198344236443,1.75139576215781,147.628976306041,105.20611386395,221.065145934986,137.290007411106,63.25
2749,4804,M. Rainer Lepsius,8 May 1928,18:05,...,+3:00,Rio De Janeiro,Brazil,22S53,043W06,47.9962124627457,271.972334167131,54.4238810768348,33.5284991510992,353.912965563823,24.2225504629786,257.833711593292,5.79387537097067,146.390480696663,105.30721586986,240.732558561914,137.140775164392,63.25
2750,4905,Robert D. Ray,26 Sep 1928,16:30,...,+6:00,Des Moines,United States,41N36,093W37,183.569725005408,329.706904178482,209.108188906533,207.08704683285,87.30792551313,39.1791770103506,253.824677040336,5.48283929423573,150.178408252374,108.283101779161,325.09721220745,250.936600656207,63.25
2751,4923,Luisa Josefina Hernández,2 Nov 1928,18:26,...,+6:00,Mexico City,Mexico,19N24,099W09,220.344021228143,110.206452138369,203.852487592445,252.61641050282,98.7160104569256,34.6777034385329,256.95695057729,4.11146951054693,151.117601890669,108.342974414217,48.1083549908905,306.976306293052,63.25
2752,4973,Bob Bass,28 Jan 1929,2:30,...,+6:00,Big Spring,United States,32N15,101W29,307.953743673669,168.373847555444,324.313763906508,354.437371461453,80.9929366557113,32.298748950555,266.655718585316,4.36597450741965,150.599784030395,106.881800910288,233.273632476961,151.098129720705,63.25
2753,4988,Larry Pennell,21 Feb 1929,12:05,...,+5:00,Uniontown (Fayette C,United States,39N54,079W44,332.60091850596,125.053544770061,309.142416820683,18.5927053220057,84.518728779443,35.6619897439636,268.753732549917,5.4388135101432,149.937516498286,106.46682056768,79.3910974668152,325.374940554272,63.25
2754,5088,Michael Francis Gibson,18 Jul 1929,10:00,...,-1:00,Brussels,Belgium,50N50,004E20,115.23291135019,257.792352615734,101.13284244801,70.6133179444274,158.438369318893,67.6386598802314,265.202559166595,11.3814496646245,149.796985820171,108.111092023324,169.35240697664,76.2092775297552,63.25
2755,5090,Luigi Pistilli,19 Jul 1929,15:00,...,-1:00,Grosseto,Italy,42N46,011E08,116.385761939047,272.073497124758,103.449513316821,71.8895259731194,159.1763694784,67.8713466732104,265.132625994403,11.3797983384831,149.835440902804,108.142481897671,232.499201758311,156.244872562677,63.25
2756,5098,Kjell Noreik,28 Jul 1929,23:15,...,-1:00,Oslo,Norway,59N55,010E45,125.308366624285,27.681938708637,122.731044261836,81.9406837428314,164.922198115344,69.5986530456186,264.645794127864,11.3274364033132,150.145043633537,108.381663190866,63.9486104783665,289.015542041836,63.25
2757,5103,Daisy Lúcidi,10 Aug 1929,21:15,...,+3:00,Rio De Janeiro,Brazil,22S53,043W06,137.842247657762,213.636307500677,148.883483532522,96.4696566837056,173.089797518508,71.7726262237239,264.15215045918,11.1404818053464,150.608078284317,108.700424812354,8.86986893113647,278.851925361157,63.25
2758,5119,Dow Finsterwald,6 Sep 1929,7:15,...,+5:00,Athens,United States,39N20,082W06,163.405359419699,202.301795150756,189.3949587224,127.095835847108,190.06086203994,75.0560232399499,263.951162258745,10.413119838338,151.584719828976,109.239802782323,177.389782862231,87.021601636006,63.25
2759,5271,Edward Nixon,3 May 1930,1:42,...,+8:00,Whittier,United States,33N59,118W02,42.2247135477328,101.705635466126,61.2661886785171,63.5197470167949,6.69401586325531,77.8125627044173,281.769573182963,13.0808133400974,150.813905757007,107.64966294291,327.299429368374,249.695701121659,63.25
2760,5293,Johnny Bright,11 Jun 1930,10:40,...,+5:00,Fort Wayne,United States,41N08,085W08,79.9671219909295,264.501343815264,57.3890208101389,111.004276460047,36.3192435027398,86.4934821392839,279.971415999951,14.7420883540554,151.036618374185,108.383642842981,147.847693793496,51.5467265454112,63.25
2761,5351,Anne Francis,16 Sep 1930,9:15,...,+4:00,Ossining,United States,41N10,073W52,172.938289571261,91.4688893327305,183.442409759953,219.184557582184,101.636388590323,106.352347628282,275.292693982446,14.2018210283437,154.057613301448,110.629072750925,203.359527944769,117.571124524006,63.25
2762,5421,Fletcher Jones,22 Jan 1931,19:21,...,+6:00,Fort Worth,United States,32N44,097W19,302.080410697393,348.923073612711,278.159569656873,255.672699909568,128.793869192239,103.336023683347,286.303542197694,11.895758178247,155.243044416879,109.542740022664,141.446476032976,46.8238710227756,63.25
2763,5452,Knut Bohwim,12 Mar 1931,7:30,...,-1:00,Oslo,Norway,59N55,010E45,350.723744553368,273.074367545302,347.248099874373,307.276304277624,117.512005663453,100.48854949681,291.13566146375,13.9389127606459,153.965008290921,108.780117981838,29.2899110029444,276.606540196665,63.25
2764,5477,Mary G. Enig,16 Apr 1931,15:19,...,+6:00,Indianapolis,United States,39N46,086W09,25.9142208263595,13.1530822817297,42.9731311343809,349.036509176413,125.11417673892,102.962868170808,293.051270443175,15.9439224645499,153.203089780995,108.732537022367,170.115653824495,78.643502030028,63.25
2765,5555,Michel Dupuch,1 Sep 1931,8:30,...,-1:00,Biarritz,France,43N29,001W34,157.899017476124,23.3544645837718,164.974945115665,156.03195504162,199.386845898348,130.042813610394,286.9870250064,18.8412033310511,155.612173069522,111.618030161136,180.337214604886,90.4005742666733,63.25
2766,5668,Gordon Jump,1 Apr 1932,0:04,...,+5:00,Dayton,United States,39N46,084W12,11.2616072620586,317.664379845191,25.0127564307253,55.927072778751,358.37794178193,132.689364212562,303.257004940686,18.8655508769494,155.718022220491,109.955740798729,252.627659891097,181.249394877213,63.25
2767,5705,Pier Angeli,19 Jun 1932,17:45,...,-1:00,Cagliari,Italy,39N13,009E07,88.1470227068011,283.96421922209,95.9011549088029,102.604780737562,58.077735877797,139.574034734312,303.762187550461,22.7647813894531,155.510010014294,111.059423922233,242.258877645523,167.019004467501,63.25
2768,5897,Henry Anglade,6 Jul 1933,23:30,...,-1:00,Thionville,France,49N22,006E10,104.35520035908,276.477628242554,129.725400645131,124.72973480529,180.010345238753,167.809986754708,315.10670462343,27.1253502313641,158.025084386099,112.752586308535,355.842930092943,268.268084118887,63.25
2769,5952,H. Tati Santiesteban,3 Nov 1933,11:05,...,+7:00,El Paso,United States,31N46,106W29,220.877965259311,56.9799067404185,243.396457922241,266.781762185165,258.350313749197,191.606858845741,310.056657825282,24.7938516483568,161.910741556603,114.745615944524,281.110816736903,209.370963917843,63.25
2770,6037,Judith Roberts,15 May 1934,5:15,...,+6:00,Dallas,United States,32N47,096W48,53.9276867372909,76.3264577882045,56.685889820557,9.89480767397195,46.8660542141946,194.281257258047,327.706631770649,28.9115898912626,159.607008545616,112.845564042467,48.5019882711846,302.175748908424,63.25
2771,6149,Mari Hulman George,26 Dec 1934,14:53,...,+6:00,Evansville,United States,37N58,087W33,274.41643372525,160.013767661075,271.970663049885,283.575054285267,187.414742474304,225.952811440589,324.512498931719,27.5452444663109,164.559484259727,115.39803649155,70.3602481266657,317.914917159692,63.25
2772,6190,Lucien Aimé-Blanc,23 Mar 1935,7:00,...,+0:00,Marseille,France,43N18,005E24,1.72379346149616,216.402299481988,335.274972315244,31.0409584577543,201.037455913894,233.026856494222,334.363371703038,29.7440927960704,162.706776984075,113.882869274638,35.4536605450543,288.688065158164,63.25
2773,6303,John F. Kain,9 Nov 1935,16:34,...,+6:00,Fort Wayne,United States,41N08,085W08,226.601574375996,37.4355266411825,209.829088617819,180.232627045265,279.114283277752,240.179549090291,333.511048395474,32.9773438177302,166.330193978441,117.385365477957,50.279625906135,299.372587447629,63.25
2774,6448,Jo Ann Zimmerman,24 Dec 1936,10:00,...,+6:00,Keosauqua,United States,40N44,091W58,272.697678821323,45.0920938669415,291.376935811035,315.492210347195,203.273593715151,275.071152745334,346.870981267581,35.7957673783388,168.964352422254,118.160705759521,313.517309386943,243.070897079995,63.25
2775,6504,Yvonne Craig,16 May 1937,5:30,...,+6:00,Taylorville,United States,39N33,089W18,55.1698077011347,135.317838730176,47.3809084143348,20.4103711521976,239.485349259419,297.315667909381,2.13277615843062,40.5015769284867,166.211416907576,116.777858486499,67.8438259386792,314.489195610039,63.25
2776,6506,Guy Marchand,22 May 1937,15:30,...,-1:00,Paris,France,48N52,002E20,61.0631416397724,211.584801516842,45.3906682077671,22.5781012035442,237.346170352054,297.238404731939,2.6656923665911,40.8420554689742,166.183536401906,116.875450849261,187.009754418601,98.8452286201366,63.25
2777,6523,Gordon Mackenzie,9 Jul 1937,5:33,...,+5:00,St.Petersburg,United States,27N46,082W41,106.779904883062,123.936140917953,107.956672187953,61.5899502144967,230.487125564382,293.170107964966,5.08300360825295,43.0089990071362,166.650898968913,117.979410610738,104.030950678799,2.73475970920782,63.25
2778,6663,Guttorm Guttormsgaard,13 Sep 1938,7:10,...,-1:00,Oslo,Norway,59N55,010E45,169.794076153701,30.6996876606808,151.905077109844,216.025718835241,153.431858025011,324.437972433729,16.4799098717726,47.649049114788,170.842847374262,120.986167055007,183.008281133539,94.4296746714134,63.25
2779,6693,Stephen F. Cohen,25 Nov 1938,20:40,...,+6:00,Indianapolis,United States,39N46,086W09,243.185342180939,288.97167467009,264.903523943054,233.867302700408,200.052674499157,324.715165208367,11.5445459015628,45.1051309873074,173.080172891697,121.392525465631,123.048482641442,19.738613096426,63.25
2780,6726,Jim Tyrer,25 Feb 1939,20:23,...,+5:00,Newark,United States,40N03,082W24,336.555663927227,53.1503022904149,342.548381862546,291.493961935223,256.610136528433,342.991322340898,15.6329052266665,44.3488259991747,172.385867580038,119.640088905926,182.673876843729,93.0717090054718,63.25
2781,6788,Billy Joe Shaver,16 Aug 1939,21:10,...,+6:00,Corsicana,United States,32N06,096W28,143.326313053893,171.387318823558,132.906274123786,137.925443769716,294.244816709884,8.2472109902177,31.2625280895747,51.9127830858676,171.965136275118,121.707755031148,8.42015956351798,275.172792133876,63.25
2782,7018,Gribouille,17 Jul 1941,22:35,...,-2:00,Lyon,France,45N45,004E51,114.834046871639,41.3896814106246,96.9387479794297,138.681405952063,8.57498172931055,71.6309809247373,56.0203598886461,59.3474747344283,175.370565056569,123.640855930563,321.134580458598,250.478146283938,63.25
2783,7031,Fritz Wepper,17 Aug 1941,7:50,...,-2:00,Munich,Germany,48N08,011E34,143.921973070581,77.8568641398321,142.056740521134,175.458142856816,20.8521551987366,77.0249583208298,58.018210651164,60.1933558486188,176.201632741054,124.495831902996,161.146079021337,66.1644350625116,63.25
2784,7789,Norris Church Mailer,31 Jan 1949,7:05,...,+6:00,Atkins,United States,35N15,092W56,311.351243011977,338.30154395848,316.178801512905,292.708335391766,321.132613881722,287.358996243114,154.434708862862,86.9660184947481,195.111030830965,135.468778881913,307.784710960826,236.059613371408,63.25
2785,8335,David B. Feinberg,25 Nov 1956,12:34,...,+5:00,Lynn,United States,42N28,070W57,243.443903655672,162.327385239751,250.65368600973,210.232849870939,354.954405329594,177.887457160379,245.12515840067,126.908715551842,211.345852654411,150.444634927626,337.296287952106,258.205901461758,63.25
2786,8786,Steven Stayner,18 Apr 1965,2:29,...,+8:00,Merced,United States,37N18,120W29,28.1714830600767,237.88667487258,12.3398817367913,29.7925492950306,158.733552832482,59.0857147438046,343.412278272384,161.088547718346,229.197500072006,164.011966153826,318.704179300754,245.039304027821,63.25
2787,8813,Cláudio Kano,18 Dec 1965,2:20,...,+2:00,SÃ£o Paulo,Brazil,23S33,046W37,266.038547582184,210.919721188629,244.870275709197,307.748124762549,296.04848906291,86.2691812805201,341.491852529414,169.610396641827,231.014935307043,168.46830118735,199.905351314289,103.774902334277,63.25
2788,8864,Kerryn McCann,2 May 1967,13:30,...,-10:00,Bulli,Australia,34S20,150E55,41.0497536043456,319.158600031719,30.3344262899696,80.7264077106066,198.843850514836,117.031393276483,7.17934475636767,170.588084789901,233.319473494575,168.166348970751,139.953208881509,64.7403182912599,63.25
2789,9110,Garrett K. Gomez,1 Jan 1972,23:47,...,+7:00,Tucson,United States,32N13,110W56,280.96974148442,119.118481213615,258.420882576158,312.373251143626,4.20986258405075,262.633851180895,60.3570030117566,198.116302188721,244.139994077481,182.051283658469,181.569021974694,91.6816839497633,63.25
2790,9206,Ari Gold,11 Feb 1974,3:54,...,+4:00,Bronx,United States,40N51,073W54,322.210002822249,200.563864512609,340.128920442902,295.885112268727,51.3405156151182,324.009047856868,88.0405526103436,207.732476398141,249.386953547301,186.52080651858,255.653776223131,186.096023406492,63.25
2791,363,Elena Caffarena,22 Mar 1903,23:00,LMT,+9:15,Iquique,Chile,20S13,070W10,1.52989965549719,296.096197856554,343.07389255336,28.5924499567726,189.709374670248,337.350535591775,306.714693565778,265.607467287465,90.9349570733825,77.7509824112406,325.816030593437,235.564713869705,63.0
2792,788,Jean Daninos,2 Dec 1906,15:00,LMT,-2:22,Paris,France,48N52,002E20,249.438284759553,86.3630649198831,244.07665568294,245.704955970008,200.760900230519,99.2575243794428,338.649292104641,276.939875461016,102.076667513283,83.0080113565142,343.499582875491,262.911967725464,63.0
2793,1333,Mario Pisu,21 May 1910,15:30,...,-1:00,Montecchio,Italy,43N51,012E46,59.6394664527429,211.0076292764,65.7924452862441,15.5440851284196,102.250953133746,184.804572742889,30.5059253146048,295.043331141001,107.311897528175,85.735422911752,194.310842056293,107.176802172015,63.0
2794,1373,Mae Clarke,16 Aug 1910,0:00,...,+5:00,Philadelphia,United States,39N57,075W10,142.442348606236,266.876217258507,165.785374395749,116.317366070016,156.43297598184,191.956000538851,36.5738609620837,292.095361278569,110.298463774493,87.6066891169241,75.2528631814925,321.160491626131,63.0
2795,1427,Robert Bates,14 Jan 1911,4:27,...,+5:00,Philadelphia,United States,39N57,075W10,293.112458805606,105.69360441043,284.116252884652,304.810603653226,257.487110392115,221.429754423363,29.8315782776723,295.163723687203,110.0959091504,86.4324999767388,250.999010118063,179.252252420294,63.0
2796,1609,Émile Allais,25 Feb 1912,11:00,...,+0:00,MegÃ¨ve,France,45N52,006E37,335.49951897009,61.0044731758833,330.333639804194,302.213580513614,69.9718817913816,253.438197805427,44.8033106390328,301.412099992874,111.339897455218,86.9887552999434,82.5046406015075,323.232350431823,63.0
2797,1670,Irene Manning,17 Jul 1912,11:30,...,+6:00,Cincinnati,United States,39N10,084W27,114.720787960513,159.643515843618,140.433532446289,117.935913450909,150.380173358646,245.931885426344,61.0394162630591,301.764385107976,113.555217823752,89.1385096461625,198.660953503774,111.481011356651,63.0
