Index	idADB	LastName	FirstName	Gender	Day	Month	Year	Time	ZoneAbbr	ZoneTimeOffset	City	CountryState	Longitude	Latitude	Rating	Bio	Categories	Link
437	65281	Draeger	Jacques	M	18	10	1903	11:15	LMT	-02:22	Montrouge	FR	2E19	48N49	AA	French printer and publisher of art books.  He died on 12 March 2002, aged 	Publisher/ Editor, Long life  >80 yrs	https://www.astro.com/astro-databank/Draeger,_Jacques
438	36814	Perriand	Charlotte	F	24	10	1903	03:00	LMT	-02:22	Paris	FR	2E20	48N52	AA	French architect and designer. Her work aimed to create functional living 	Long life  >80 yrs, Work in team/ Tandem, Travel for work, Interior design, Autobiographer, Designer/ Fashion	https://www.astro.com/astro-databank/Perriand,_Charlotte
439	96443	Helena	Archduchess of Austria	F	30	10	1903	03:30	...	-01:00	Linz	AUS	14E18	48N18	A	Austro-Hungarian-born member of the Tuscan branch of the House of 	Kids 1-3, Royal family, Royal family, Short Life <29 Yrs, Marriage <3 Yrs, Mate - Noted, Expatriate	https://www.astro.com/astro-databank/Helena,_Archduchess_of_Austria
440	26596	Tardieu	Jean	M	1	11	1903	23:30	LMT	-02:22	St.Germain de Joux	FR	5E44	46N11	AA	French TV Director of the Study Channel as well as other Channels, and a Member 	Fiction, Poet, Long life  >80 yrs, Number of Marriages, Groups, Director, Playwright/ script	https://www.astro.com/astro-databank/Tardieu,_Jean
441	89856	Dilweg	LaVern	M	1	11	1903	02:30	...	06:00	Milwaukee	WI (US)	87W54	43N02	AA	American professional football player, attorney, and U.S. Congressman from 	Kids - Noted, Kids 1-3, Mate - Noted, Marriage >15 Yrs, Party Affiliation, Public office, Football, Top 5% of Profession, Attorney, Constitution hardy, Size, Weight	https://www.astro.com/astro-databank/Dilweg,_LaVern
442	4119	Physician 4119		M	5	11	1903	07:30	...	06:00	Campbell	MO (US)	90W05	36N30	A	American physician and a public health civil servant,  the son of a doctor.  He 	Invest/ Property, Military service, Invest/ Stocks, Bonds, Government employee, Physician, Changed name, Long life  >80 yrs, Marriage >15 Yrs, Widowed	https://www.astro.com/astro-databank/Physician 4119
443	4120	McGuire	Georgia	F	5	11	1903	19:30	...	06:00	Lancaster	KY (US)	84W35	37N37	A	American Beauty Queen in college who worked as a self-taught comptometer 	Conversion/ Born again, Gastrointestinal, Kids 1-3, Long life  >80 yrs, Marriage >15 Yrs, Beauty Queen/ King	https://www.astro.com/astro-databank/McGuire,_Georgia
444	85396	Radusch	Hilde	M	6	11	1903	05:00	...	-01:00	Stettin	GER	14E34	53N26	AA	German political activist (KPD, SPD) who became involved in anti-fascist 	Activist/ political, Sales, Arthritis, Autobiographer, Cohabitation >3 yrs, Mate - Same sex, Publisher/ Editor, Long life  >80 yrs, Activist/ feminist, Lesbian, Restaurateur, Party Affiliation	https://www.astro.com/astro-databank/Radusch,_Hilde
445	75410	Pérugia	Noémie	F	7	11	1903	14:00	LMT	-02:22	Nice	FR	7E15	43N42	AA	French soprano singer who died on 24 March 1992. 	Vocalist/Opera, Long life  >80 yrs	https://www.astro.com/astro-databank/Pérugia,_Noémie
446	66236	Dumesnil	Jacques	M	9	11	1903	03:00	LMT	-02:22	Paris	FR	2E20	48N52	AA	French film and television actor, who died on 8 May 1998. 	Actor/ Actress, Long life  >80 yrs	https://www.astro.com/astro-databank/Dumesnil,_Jacques
447	68867	Duval	Léon-Étienne	M	9	11	1903	05:00	LMT	-02:22	Chênex	FR	5E5945	46N0621	AA	French Cardinal of the Roman Catholic Church. He served as Archbishop of 	Ecclesiastics/ western, Long life  >80 yrs	https://www.astro.com/astro-databank/Duval,_Léon-Étienne
448	44466	Ashton	Queenie	F	16	11	1903	09:05	...	00:00	London	ENG (UK)	0W10	51N30	AA	British-Australian radio and stage performer, best known for her role as Granny 	Long life  >80 yrs, Same Job >10 yrs, Kids 1-3, Actor/ Actress, Live Stage, Radio/ D.J./ Announcer, Comedy	https://www.astro.com/astro-databank/Ashton,_Queenie
449	42263	Michard	Lucien	M	17	11	1903	15:00	LMT	-02:22	Épinay sur Seine	FR	2E19	48N57	AA	French cyclist who won a Gold Medal at the Paris Olympics in 1924. He died on 	Long life  >80 yrs, Olympics, Race Bikes	https://www.astro.com/astro-databank/Michard,_Lucien
450	65565	Giraud	Marie-Louise	F	17	11	1903	01:00	LMT	-02:22	Barneville Carteret	FR	1W47	49N23	AA	French housewife and mother who became one of the last women to be guillotined 	Homemaker/Care provider, Other Death, Surgeon	https://www.astro.com/astro-databank/Giraud,_Marie-Louise
451	42822	Rivkin	Allen	M	20	11	1903	00:30	...	06:00	Hayward	WI (US)	91W29	46N01	AA	American screenwriter who specialized in fast-moving crime stories. From 1932 	Activist/ political, Long life  >80 yrs, Same Job >10 yrs, Playwright/ script	https://www.astro.com/astro-databank/Rivkin,_Allen
452	75803	Rom	Per	M	22	11	1903	10:00	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian painter, gallery owner, and publisher. He ran his own gallery, 	Top executive, Other Awards, Long life  >80 yrs, Publisher/ Editor, Fine art artist	https://www.astro.com/astro-databank/Rom,_Per
453	58684	Heesters	Johannes	M	5	12	1903	23:00	LMT	-00:20	Amersfoort	NETH	5E23	52N09	AA	Dutch-born actor of stage, television and film as well as a vocalist of 	Order of birth, Long life  >80 yrs, Vocalist/Opera, Actor/ Actress	https://www.astro.com/astro-databank/Heesters,_Johannes
454	4124	Nelson	John H.	M	10	12	1903	05:30	...	05:00	Gloucester	MA (US)	70W40	42N37	A	American radio propagation analyst who was employed by the  Radio Corporation 	Long life  >80 yrs, Other Science	https://www.astro.com/astro-databank/Nelson,_John_H.
455	98303	Hiorthøy	Finn	M	11	12	1903	16:30	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian jurist and judge whose specialty was constitutional law and 	Government employee, Long life  >80 yrs, Textbook/ Non-fiction, Jurist	https://www.astro.com/astro-databank/Hiorthøy,_Finn
456	100559	Brendel	Maria Weigert	F	18	12	1903	07:00	...	-01:00	Berlin-Charlottenb.	GER	13E16	52N32	AA	German expert on classical art, an editor and translator, who later in her life 	Kids 1-3, Kids - Noted, Mate - Noted, Marriage >15 Yrs, Expatriate, Textbook/ Non-fiction, Translator, Long life  >80 yrs, Publisher/ Editor	https://www.astro.com/astro-databank/Brendel,_Maria_Weigert
457	86272	Paley	Irina	F	21	12	1903	04:30	LMT	-02:22	Paris Arrondissement 16	FR	2E1634	48N5146	AA	Russian royalty, a member of the Romanov family as the daughter of Grand Duke 	Kids 1-3, Number of Divorces, Number of Marriages, Royal family, Long life  >80 yrs	https://www.astro.com/astro-databank/Paley,_Irina
458	68620	Lacan	Madeleine	F	25	12	1903	01:30	LMT	-02:22	Paris	FR	2E20	48N52	AA	French noted family, the sister of famous psychoanalyst Jacques Lacan. She 	Long life  >80 yrs	https://www.astro.com/astro-databank/Lacan,_Madeleine
459	84872	Heitler	Walter	M	2	1	1904	20:30	...	-01:00	Karlsruhe	GER	8E24	49N03	AA	German physicist who made contributions to quantum electrodynamics and quantum 	Textbook/ Non-fiction, Physics, Top 5% of Profession, Religion/ Philosophy	https://www.astro.com/astro-databank/Heitler,_Walter
460	4127	Dixon	Jeane	F	5	1	1904	14:00	...	06:00	Medford	WI (US)	90W20	45N08	AA	American psychic called “The Seeress of Washington“ who claimed that her 	Divination/ Prophecy, Astrologer, Columnist/ journalist, Liar/ Fraud, Textbook/ Non-fiction, Long life  >80 yrs, American Book, Autobiographer, Real estate, Psychic/ Medium/ Spiritualist	https://www.astro.com/astro-databank/Dixon,_Jeane
461	91456	Prialé	Ramiro	M	6	1	1904	12:00	LMT	05:01	Huancayo	PERU	75W14	12S04	AA	Peruvian politician, a member of the American Popular Revolutionary Alliance, 	Long life  >80 yrs, Party Affiliation, Public office	https://www.astro.com/astro-databank/Prialé,_Ramiro
462	87073	Brandt	Karl	M	8	1	1904	22:45	...	-01:00	Mülhausen	FR	7E20	47N45	AA	German physician and ’’Schutzstaffel’’ (’’SS’’) officer in Nazi Germany. 	Other Criminal, Homicide victim, Surgeon, Physician, Kids 1-3, Government employee, Nazi party, Top 5% of Profession, Criminal cases	https://www.astro.com/astro-databank/Brandt,_Karl
463	90528	Fischer-Schweder	Bernhard	M	12	1	1904	06:00	...	-01:00	Spandau	GER	13E14	52N32	AA	German war criminal, an SA officer and SS senior leader, best known as the 	Police, Illness/ Disease, Nazi party, Prison sentence, Homicide serial, Homicide many at once, Homicide involvement, Homicide by order	https://www.astro.com/astro-databank/Fischer-Schweder,_Bernhard
464	86269	Beaumont	Jean de	M	13	1	1904	22:00	LMT	-02:22	Paris Arrondissement 8	FR	2E1904	48N5240	AA	French businessman, politician, journalist and sport shooter who competed at 	Long life  >80 yrs, Shooting, Columnist/ journalist, Public office, Family noted, Advantaged, Top executive	https://www.astro.com/astro-databank/Beaumont,_Jean_de
465	45698	Christie	Madeleine	F	18	1	1904	03:55	...	00:00	Edinburgh	SCOT (UK)	3W13	55N57	AA	Scottish TV, film and stage actress.  After training as an actress and singer, 	Same Job >10 yrs, Long life  >80 yrs, Radio/ D.J./ Announcer, Vocalist/ Pop, Rock, etc., Live Stage, Actor/ Actress	https://www.astro.com/astro-databank/Christie,_Madeleine
466	99489	Jynge	Gert	M	20	1	1904	22:05	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian painter, graphics artist, and drawer whose production mainly took 	Long life  >80 yrs, Fine art artist	https://www.astro.com/astro-databank/Jynge,_Gert
467	37196	Balanchine	George	M	22	1	1904	12:58	LMT	-02:01	St.Petersburg	RU	30E18	59N55	A	Russian-American dancer, known as one of the most famous choreographers in the 	Long life  >80 yrs, Brain, Top 5% of Profession, Administrator, Start young <16, Expatriate, Dancer/ Teacher	https://www.astro.com/astro-databank/Balanchine,_George
468	71012	MacBride	Seán	M	26	1	1904	08:00	LMT	-02:22	Paris Arrondissement 16	FR	2E1634	48N5146	AA	Irish government minister, a prominent international politician and a former 	Family noted, Long life  >80 yrs, Public Service, Nobel prize, Activist/ political	https://www.astro.com/astro-databank/MacBride,_Seán
469	90636	Gross	Walter	M	5	2	1904	04:00	...	-01:00	Eberswalde	GER	13E49	52N50	AA	German actor, cabaret artist and voice actor, who appeared in more than 150 	Comedy, Concentration camp, Voice-Over, Stroke, TV series/ Soap star, Live Stage, Actor/ Actress, Heart disease/attack, Illness/ Disease, Long life  >80 yrs, Vocational award, Public Service	https://www.astro.com/astro-databank/Gross,_Walter
470	78402	Büchler	Franz	M	10	2	1904	21:00	...	-01:00	Strasbourg	FR	7E45	48N35	AA	German writer, poet, playwright and visual artist, who died on 15 September 	Fine art artist, Playwright/ script, Poet, Long life  >80 yrs	https://www.astro.com/astro-databank/Büchler,_Franz
471	86911	Randon	Lucile	F	11	2	1904	06:00	LMT	-02:22	Alès	FR	4E05	44N08	AA	French nun and supercentenarian living to the age of 118 years and 340 days, 	Nurse/ Nurse's Aids, Teacher, Western, Notable extremes, Twin, triplet, etc., Other Major diseases, Ecclesiastics/ western, Long life  >80 yrs	https://www.astro.com/astro-databank/Randon,_Lucile
472	84539	McVey	Lee	F	14	2	1904	01:15	...	06:00	St.Joseph	MO (US)	94W51	39N46	A	American centenarian, who worked as a K-9 unit dog trainer during World War II. 	Kids none, Fundraiser, Military service, Hobbies, games, Number of Marriages, Long life  >80 yrs	https://www.astro.com/astro-databank/McVey,_Lee
473	65752	Kennan	George F.	M	16	2	1904	13:00	...	06:00	Milwaukee	WI (US)	87W54	43N02	AA	American Pulitzer Prize-winning advisor, diplomat, and historian, known best as 	Pulitzer prize, Autobiographer, Public Service, Kids >3, Vocational award, Historian, Marriage >15 Yrs, Diplomat, Long life  >80 yrs, Textbook/ Non-fiction	https://www.astro.com/astro-databank/Kennan,_George_F.
474	4134	Harvey	Martin	M	22	2	1904	13:40	...	00:00	Maldon	ENG (UK)	0E40	51N45	A	British astrologer, a member of AFA who wrote occasional articles for their 	Astrology, Top 5% of Profession, Magazine/ newsletter, Number of Marriages, Researcher, Textbook/ Non-fiction, Long life  >80 yrs, Expatriate, Astrologer	https://www.astro.com/astro-databank/Harvey,_Martin
475	4136	Davis	Adelle	F	25	2	1904	03:00	...	06:00	Lizton	IN (US)	86W33	39N53	A	American nutritionist and biochemist, a crusader for 40 years for good diet and 	Number of Marriages, Family traumatic event, Family large, Top 5% of Profession, Foster, Step, or Adopted Kids, Profiles Of Women, Cancer, Textbook/ Non-fiction, Nutritionist	https://www.astro.com/astro-databank/Davis,_Adelle
476	4137	Scipione	Gino	M	25	2	1904	05:00	...	-01:00	Macerata	ITALY	13E27	43N18	AA	Italian expressionist painter.  Scipione died of tuberculosis on 11 September 	Illness/ Disease, Short Life <29 Yrs, Culture Collection, Fine art artist	https://www.astro.com/astro-databank/Scipione,_Gino
477	90521	Lippschitz	Herbert	M	28	2	1904	11:45	...	-01:00	Berlin-Schöneberg	GER	13E22	52N28	AA	German art director, sometimes credited as Herbert O. Phillips, who rose to 	Illness/ Disease, Expatriate, Playwright/ script, Entertain Producer, Stage/ Set design, Other Art, Commercial artist	https://www.astro.com/astro-databank/Lippschitz,_Herbert
478	51672	Cavallon	Giorgio	M	3	3	1904	03:00	...	-01:00	Gambellara	ITALY	11E20	45N28	AA	Italian-American artist, a founding member of the American Abstract Artists and 	Long life  >80 yrs, Fine art artist	https://www.astro.com/astro-databank/Cavallon,_Giorgio
479	4140	Rahner	Karl	M	5	3	1904	19:00	...	-01:00	Freiburg im Breisgau	GER	7E51	47N59	AA	German theologian, ordained in the Jesuit Order 1922.  Just as he was beginning 	Top 5% of Profession, Long life  >80 yrs, Textbook/ Non-fiction, Ecclesiastics/ western	https://www.astro.com/astro-databank/Rahner,_Karl
480	93199	Colruyt	Adeline	F	7	3	1904	06:00	...	00:00	Nossegem	BEL	4E30	50N53	AA	Belgian wife of Franz Colruyt, an entrepreneur who founded the Colruyt discount 	Long life  >80 yrs, Mate - Noted, Marriage >15 Yrs	https://www.astro.com/astro-databank/Colruyt,_Adeline
481	68985	Le Cordier	Jacques	M	8	3	1904	02:00	LMT	-02:22	Paris	FR	2E20	48N52	AA	French Catholic clergyman, the first bishop of the city of Saint-Denis 	Ecclesiastics/ western, Long life  >80 yrs	https://www.astro.com/astro-databank/Le Cordier,_Jacques
482	87097	Kuhn	Heinrich Gerhard	M	10	3	1904	02:30	...	-01:00	Breslau	POL	17E0206	51N06	AA	British physicist, a graduate of the University of Göttingen, where he studied 	Illness/ Disease, Long life  >80 yrs, Expatriate, Vocational award, Textbook/ Non-fiction, Physics	https://www.astro.com/astro-databank/Kuhn,_Heinrich_Gerhard
483	91071	Kawānanakoa	David Kalākaua	M	10	3	1904	19:00	...	10:30	Honolulu	HI (US)	157W52	21N18	A	Hawaiian royalty, also known as Prince Koke, he was a member of the House of 	Kids none, Illness/ Disease, Heart disease/attack, Number of Marriages, Homicide single, Order of birth, Royal family	https://www.astro.com/astro-databank/Kawānanakoa,_David_Kalākaua
484	90513	Oven	Margarethe von	F	11	3	1904	23:00	...	-01:00	Berlin-Schöneberg	GER	13E22	52N28	AA	German secretary in the Bendlerblock and an accomplice in the 20 July plot to 	Clerk/ Typist, Spy/ Counter agent, Long life  >80 yrs, Prison sentence, Civil/ Political, Expatriate, Government employee, Clerical/ Secretarial, Family noted	https://www.astro.com/astro-databank/Oven,_Margarethe_von
485	91093	Baade	Brunolf	M	15	3	1904	01:00	...	-01:00	Berlin	GER	13E21	52N29	AA	German aeronautical engineer who led the team that developed the Baade 152. The 	Cancer, Illness/ Disease, POW/ MIA, Nazi party, Expatriate, Pilot/ private, Pilot/ commercial, Aerospace	https://www.astro.com/astro-databank/Baade,_Brunolf
486	84754	Fernández	Emilio	M	16	3	1904	22:00	LMT	06:44	Sabinas (Coahuila)	MEX	101W07	27N51	AA	Mexican film director, actor and screenwriter; was one of the most prolific 	Publisher/ Editor, Actor/ Actress, Director, Long life  >80 yrs, Vocational award	https://www.astro.com/astro-databank/Fernández,_Emilio
487	4144	Skinner	B.F.	M	20	3	1904	03:15	...	05:00	Susquehanna	PA (US)	75W36	41N57	A	American psychologist who believed human behavior could be engineered to build 	Exceptional mind, American Book, Top 5% of Profession, Historic figure, Long life  >80 yrs, Teacher, Psychologist, Cancer, Textbook/ Non-fiction	https://www.astro.com/astro-databank/Skinner,_B.F.
488	66894	Marichal	Robert	M	20	3	1904	17:00	LMT	-02:22	Mandres les Roses	FR	2E33	48N42	AA	French archivist and palaeographer. He died on 23 October 1999 in 	Long life  >80 yrs, Linguist, Librarian	https://www.astro.com/astro-databank/Marichal,_Robert
489	91107	Hoffmann	Hubert	M	23	3	1904	16:00	...	-01:00	Berlin-Zehlendorf	GER	13E1427	52N2630	AA	German-Austrian city ​​planner, architect, author and painter, also noted as 	Administrator, Teacher, Consultant, Fine art artist, Textbook/ Non-fiction, Long life  >80 yrs, Construction work, Architect/ Planner, Family noted, Founder/ originator	https://www.astro.com/astro-databank/Hoffmann,_Hubert
490	4142	Campbell	Joseph	M	26	3	1904	19:25	...	05:00	White Plains	NY (US)	73W46	41N02	A	American writer and leading authority and lecturer on mythology, the psyche and 	Education extensive, Loved by all, Articulate, Same Job >10 yrs, Anthropology, Textbook/ Non-fiction, Historic figure, TV series/ Soap star, Public speaker, Mystical, I.Q. high/ Mensa level, Publisher/ Editor, Teacher, Long life  >80 yrs, Top 5% of Profession, Occult/ Misc. Collection, Cancer	https://www.astro.com/astro-databank/Campbell,_Joseph
491	75163	Føyn	Ernst	M	28	3	1904	01:30	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian chemist and oceanographer who in 1964 become Norway’s first professor 	Chemistry, Teacher, Long life  >80 yrs	https://www.astro.com/astro-databank/Føyn,_Ernst
492	70926	Akarova		F	30	3	1904	18:00	...	00:00	Saint-Josse-ten-Noode	BEL	4E22	50N51	AA	Belgian dancer, choreographer, and artist, called “the Belgian Isadora Duncan“. 	Stage/ Set design, Dancer/ Teacher, Long life  >80 yrs	https://www.astro.com/astro-databank/Akarova
493	95429	Turlant	Émile	M	1	4	1904	18:00	LMT	-02:22	Moulins	FR	3E20	46N34	AA	French centenarian, he was the oldest man in France (’’le doyen masculin des 	Factory work, Kids none, Notable extremes, Long life  >80 yrs	https://www.astro.com/astro-databank/Turlant,_Émile
494	4146	Kiesinger	Kurt Georg	M	6	4	1904	20:15	...	-01:00	Ebingen	GER	9E01	48N13	AA	German lawyer, politician and third Chancellor of West Germany from 1966-1969. 	Number of Marriages, For Languages, Stressful work, Illness/ Disease, Marriage >15 Yrs, Nazi party, Heads of state, Attorney	https://www.astro.com/astro-databank/Kiesinger,_Kurt_Georg
495	76532	Vilbert	Henri (1904)	M	6	4	1904	01:00	LMT	-02:22	Marseille	FR	5E24	43N18	AA	French actor who appeared in more than a hundred films from 1921 to 1982. He 	Long life  >80 yrs, Actor/ Actress	https://www.astro.com/astro-databank/Vilbert,_Henri_(1904)
496	57829	Lempereur	Marie-Jeanne	F	8	4	1904	22:00	...	00:00	Liège	BEL	5E34	50N38	AA	Belgian centenarian 	Long life  >80 yrs	https://www.astro.com/astro-databank/Lempereur,_Marie-Jeanne
497	72067	Lange	Carl Viggo	M	9	4	1904	15:30	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian physician and politician of the Labour Party. Lange worked as a 	Long life  >80 yrs, Public office, Physician	https://www.astro.com/astro-databank/Lange,_Carl_Viggo
498	1127	Gottschalk	Joachim	M	10	4	1904	07:00	...	-01:00	Calau	GER	13E56	51N45	AA	German stage and film actor during the late 1930s, a romantic lead. During an 	Crime Collection, Suicide, Homicide single, Actor/ Actress, Live Stage	https://www.astro.com/astro-databank/Gottschalk,_Joachim
499	81698	Adler	Gerhard	M	14	4	1904	21:00	...	-01:00	Berlin	GER	13E21	52N29	AA	German-British psychiatrist and eminent Jungian analyst. Born in Berlin of 	Publisher/ Editor, Physician, Psychologist, Psychiatrist, Translator, Long life  >80 yrs	https://www.astro.com/astro-databank/Adler,_Gerhard
500	4149	De Kooning	Willem	M	24	4	1904	01:00	LMT	-00:20	Rotterdam	NETH	4E29	51N55	AA	Dutch-American abstract experimental painter.  His swirls and colors helped 	Parenting late >40, Construction work, Alzheimer's/Senility, Abuse Alcohol, Kids 1-3, Long life  >80 yrs, Culture Collection, Top 5% of Profession, Marriage >15 Yrs, Expatriate, Fine art artist, Commercial artist, Widowed	https://www.astro.com/astro-databank/De Kooning,_Willem
501	65030	Cogny	René	M	25	4	1904	06:00	LMT	-02:22	St.Valéry en Caux	FR	0E44	49N52	AA	French Général de division, World War II and French Resistance veteran and 	Accidental, Military career	https://www.astro.com/astro-databank/Cogny,_René
502	87928	Wolke	Bruno	M	4	5	1904	10:00	...	-01:00	Berlin-Rixdorf	GER	13E24	52N30	AA	German professional road bicycle racer best remembered for his bronze medal in 	Sports Championship, Top 5% of Profession, Race Bikes	https://www.astro.com/astro-databank/Wolke,_Bruno
503	92632	Umm Kulthum		F	4	5	1904	04:00	...	-02:00	El Senbellawein	EGYPT	31E2747	30N5239	AA	Egyptian singer, songwriter, and film actress active from the 1920s to the 	Illness/ Disease, Historic figure, For Music, Actor/ Actress, Folk Music, Song writer, Other Entertain/Music	https://www.astro.com/astro-databank/Umm Kulthum
504	153	Dali	Salvador	M	11	5	1904	08:45	...	00:00	Figueras	SPAIN	2E58	42N16	AA	Spanish surrealist painter, original and eccentric, truly one of a kind.  He 	Personality vulnerable, Unique, Family distant, Memories Bad, Travel, Voyeur, Kids none, Marriage >15 Yrs, Number of Marriages, Eccentric, Creative, Historic figure, Alzheimer's/Senility, Parkinson's, For Imagination, Top 5% of Profession, Culture Collection, Long life  >80 yrs, Fine art artist	https://www.astro.com/astro-databank/Dali,_Salvador
505	4152	Marty	François	M	18	5	1904	15:00	LMT	-02:22	Vaureilles	FR	2E1156	44N2714	AA	French ecclesiastic who was ordained a Roman Catholic priest on 28 June 1930 	Accidental, Long life  >80 yrs, Ecclesiastics/ western	https://www.astro.com/astro-databank/Marty,_François
506	93283	Sorel	Madeleine	F	19	5	1904	01:00	...	00:00	Brussels	BEL	4E20	50N50	AA	Belgian resistance fighter and an early childhood professional who saved, on 	Other Military, Honors, Long life  >80 yrs, Spy/ Counter agent, Teacher, Public Service	https://www.astro.com/astro-databank/Sorel,_Madeleine
507	4153	Allingham	Margery	F	20	5	1904	03:00	...	00:00	London	ENG (UK)	0W10	51N30	A	English novelist from the “Golden Age of Detective Fiction“, and considered one 	Illness/ Disease, Cancer, Number of Marriages, Profiles Of Women, Detective/ Mystery	https://www.astro.com/astro-databank/Allingham,_Margery
508	65824	Vries	Anne de	M	22	5	1904	02:00	LMT	-00:20	Assen	NETH	6E34	53N0	AA	Dutch Christian teacher and prolific writer of educational children’s books, 	Courageous, Western, Heart disease/attack, Disadvantaged, Children's literature, Top 5% of Profession, Teacher, Stutter, Tics	https://www.astro.com/astro-databank/Vries,_Anne_de
509	86740	Harmjanz	Heinrich	M	22	5	1904	17:00	...	-01:00	Neuruppin	GER	12E48	52N55	AA	German linguist, folklorist and sociologist who was a member of the NSDAP (Nazi 	Sociologist, Nazi party, Ethnologist, Linguist, Long life  >80 yrs	https://www.astro.com/astro-databank/Harmjanz,_Heinrich
510	50858	Montgomerie	William	M	30	5	1904	17:50	...	00:00	Glasgow	SCOT (UK)	4W15	55N53	AA	Scottish poet, editor and teacher. Montogmerie edited four volumes of folklore 	Kids 1-3, Marriage >15 Yrs, Long life  >80 yrs, Publisher/ Editor, Poet	https://www.astro.com/astro-databank/Montgomerie,_William
511	87142	Grunfeld	Henry	M	1	6	1904	04:30	...	-01:00	Breslau	GER	17E0212	51N0654	AA	German-Jewish banker, prominent in the development of investment banking and 	Gain - Financial success in field, Loss - Financial crisis, Wealthy, Financial crime victim, Banker/ Financier, Long life  >80 yrs, Expatriate	https://www.astro.com/astro-databank/Grunfeld,_Henry
512	75561	Bye	Aase	F	4	6	1904	23:00	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian actress known from stage, film, and TV. She had her stage debut at 	Long life  >80 yrs, Other Awards, Actor/ Actress, Medals	https://www.astro.com/astro-databank/Bye,_Aase
513	89514	Hugot	Émile	M	9	6	1904	21:00	LMT	-03:42	Saint-Denis	REU	55E28	20S52	AA	French mechanical engineer, sugar technologist, and manager of sugar factories, 	Wounded, Biology, Long life  >80 yrs, Chemistry, Military service, Mechanical, Kids >3, Textbook/ Non-fiction, Top executive	https://www.astro.com/astro-databank/Hugot,_Émile
514	81166	Mahler	Anna	F	15	6	1904	12:00	...	-01:00	Vienna	AUS	16E2223	48N13	A	Austrian sculptor, awarded the Grand Prix in Paris in 1937. As well as 	Vocational award, Number of Divorces, Number of Marriages, Kids 1-3, Family noted, Fine art artist, Long life  >80 yrs	https://www.astro.com/astro-databank/Mahler,_Anna
515	4157	Bellamy	Ralph	M	17	6	1904	22:00	...	06:00	Chicago	IL (US)	87W39	41N51	AA	American actor on radio and TV with more than 400 stage roles and 100 movies.  	Lung, Gracious/ sociable, Left home early <18, Number of Divorces, Marriage >15 Yrs, Founder/ originator, Rags to riches, Invest/ Property, Education limited, American Book, Radio/ D.J./ Announcer, Oscar, TV series/ Soap star, Number of Marriages, Long life  >80 yrs, Live Stage, Actor/ Actress	https://www.astro.com/astro-databank/Bellamy,_Ralph
516	63400	Rosenthal	Manuel	M	18	6	1904	11:30	LMT	-02:22	Paris	FR	2E20	48N52	AA	French composer and conductor who held leading positions with musical 	Long life  >80 yrs, Conductor, Composer/ Arranger	https://www.astro.com/astro-databank/Rosenthal,_Manuel
517	91109	Wallmann	Margherita	F	22	6	1904	17:30	...	-01:00	Berlin	GER	13E21	52N29	AA	Austrian ballerina, choreographer, stage designer, and opera director, also 	Long life  >80 yrs, Stage/ Set design, Dancer/ Teacher, Director, Expatriate, Teacher, Administrator	https://www.astro.com/astro-databank/Wallmann,_Margherita
518	84615	Matthias Joseph	Archduke of Austria	M	26	6	1904	18:50	...	-01:00	Budapest	HUN	19E05	47N30	A	Austrian archduke, the fifth-born of the six children of Archduke Joseph August 	Order of birth, Short Life <29 Yrs, Royal family	https://www.astro.com/astro-databank/Matthias Joseph,_Archduke_of_Austria
519	90518	Schlichting	Werner	F	27	6	1904	09:00	...	-01:00	Berlin	GER	13E21	52N29	AA	German art director who worked on over a hundred films during a lengthy career. 	Long life  >80 yrs, Other Art, Commercial artist, Stage/ Set design	https://www.astro.com/astro-databank/Schlichting,_Werner
520	4160	Lacoste	René (le crocodile)	M	2	7	1904	05:00	LMT	-02:22	Paris	FR	2E20	48N52	AA	French tennis champion, one of the most highly regarded defensive players the 	Long life  >80 yrs, Top 5% of Profession, Kids >3, Changed name, Founder/ originator, Cancer, Top executive, Designer/ Fashion, Heart, Kids - Noted, How To ...., Tennis	https://www.astro.com/astro-databank/Lacoste,_René_(le_crocodile)
521	64445	Lacombe	Olivier	M	2	7	1904	18:45	...	00:00	Liège	BEL	5E34	50N38	AA	French philosopher and indologist. A former student of the Ecole Normale 	Long life  >80 yrs, Linguist, Teacher, Philosopher	https://www.astro.com/astro-databank/Lacombe,_Olivier
522	79233	Mayr	Ernst	M	5	7	1904	05:30	...	-01:00	Kempten / Allgäu	GER	10E19	47N44	AA	American biologist. He was one of the 20th century’s leading evolutionary 	Top 5% of Profession, Biology	https://www.astro.com/astro-databank/Mayr,_Ernst
523	37375	Beck	Simone	F	7	7	1904	01:30	LMT	-02:22	Tocqueville-en-Caux	FR	0E5434	49N4655	AA	French chef, an impassioned cook, author and teacher.  She collaborated with 	Marriage >15 Yrs, Advantaged, Textbook/ Non-fiction, Work in team/ Tandem, Teacher, Long life  >80 yrs, Widowed, Chef/ Cook	https://www.astro.com/astro-databank/Beck,_Simone
