"ARN","Name","EminenceScore"
"5329","Sergio Fantoni","63.75"
"8653","Bart Bryant","63.75"
"4745","Jack Larson","63.75"
"5438","Yves Pouliquen","63.75"
"6624","Francine Leca","63.75"
"8079","Glenn Burke","63.75"
"2583","Enrique Iturriaga","63.75"
"3471","Fulton MacKay","63.75"
"4530","Vince Boryla","63.75"
"4896","Denis Brihat","63.75"
"5093","Sylvan Kalib","63.75"
"5454","Duane Acker","63.75"
"5822","Tor Erling Staff","63.75"
"5875","Karen Boccalero","63.75"
"6055","Dick Mann","63.75"
"6280","Bjørg Vik","63.75"
"6585","Lindsay Crosby","63.75"
"7668","Luc Jouret","63.75"
"7986","Donato Bilancia","63.75"
"8009","Beth S. Williams","63.75"
"8516","Adrian Karsten","63.75"
"9513","Nicholas Mevoli","63.75"
"2221","Anthony Caruso","63.75"
"2705","Pierre Desgraupes","63.75"
"3156","Harvey Jones","63.75"
"3268","John H. Cushman","63.75"
"3963","Mark Miller","63.75"
"4183","Tom Shires","63.75"
"4441","Oscar Mauzy","63.75"
"4532","Philippe Lemaire","63.75"
"4627","Rocky Bridges","63.75"
"4684","John H. Rousselot","63.75"
"4844","Per Lillo-Stenberg","63.75"
"4898","James B. Rhoads","63.75"
"6524","Sidsel Paaske","63.75"
"1361","Sally Blane","63.75"
"2647","Jo Giæver Tenfjord","63.75"
"2827","Louise LaPlanche","63.75"
"2848","Rico Alaniz","63.75"
"3491","Mike Yurosek","63.75"
"4226","Lyn Osborn","63.75"
"1755","Albert Lee Jr. Stephens","63.75"
"1826","Ragnar Fjørtoft","63.75"
"1975","Ada Polak","63.75"
"2077","Mabel Scott","63.75"
"2108","William L. Scott","63.75"
"2230","Paulette Coquatrix","63.75"
"3595","Ted Robinson","63.75"
"222","Jean Rodolphe van Salis","63.75"
"647","Isaac José Pardo","63.75"
"958","Ish Kabibble","63.75"
"279","Peter Marshall","63.75"
"394","Gustavo Rol","63.75"
"404","Roger Leenhardt","63.75"
"475","Giorgio Cavallon","63.75"
"910","Dominique Aury","63.75"
"968","George Duning","63.75"
"1428","Wim Kan","63.75"
"1541","Henry Babcock Veatch","63.75"
"1679","Erwin Strittmatter","63.75"
"2155","Armando Villanueva","63.75"
"2296","John Currie Gunn","63.75"
"2875","Virgilio Savona","63.75"
"3380","Talcott Williams Seelye","63.75"
"5044","Eloise Greenfield","63.75"
"5079","Jean Pierre Mocky","63.75"
"5486","Giulio Brogi","63.75"
"6101","Flávio Migliaccio","63.75"
"7621","Nicole Bricq","63.75"
"7713","Pietro Anastasi","63.75"
"7760","Gianni Nazzaro","63.75"
"8390","Jonathan Cainer","63.75"
"9095","David Vetter","63.75"
"399","King of Norway Olav V","63.50"
"7588","Jessica Savitch","63.50"
"3778","Lou "The Toe" Groza","63.50"
"3859","Gabriel Bacquier","63.50"
"5455","Ted Marchibroda","63.50"
"6417","Nicol Williamson","63.50"
"6493","Sandy Dennis","63.50"
"6741","Karl-Heinz Schnellinger","63.50"
"6920","Arthur Moreira Lima","63.50"
"8104","Alexandr Gavrilovich Abdulov","63.50"
"3558","Anne Jeffreys","63.50"
"3918","Daniel Akaka","63.50"
"4644","Bill Daily","63.50"
"5761","Liliane Montevecchi","63.50"
"6740","Robert Herbin","63.50"
"9901","Simone Battle","63.50"
"2817","Pauline Betz","63.50"
"3423","Bill Macy","63.50"
"4460","Carl Erskine","63.50"
"4634","L. Q. Jones","63.50"
"5115","Ruthe Lewin Winegarten","63.50"
"5465","Dominique Paturel","63.50"
"8618","Pierre Quinon","63.50"
"9085","Andrea Fortunato","63.50"
"9125","Cory Lidle","63.50"
"4001","Romolo Valli","63.50"
"4930","C. W. McCall","63.50"
"4309","Colleen Kay Hutchins","63.50"
"4330","June Krauser","63.50"
"4593","John D. Driggs","63.50"
"4759","Barbara Lang","63.50"
"5315","Pia Colombo","63.50"
"6295","Mary Hamilton","63.50"
"7223","Ola Solum","63.50"
"7822","Mark Hayes","63.50"
"8075","Patrick Haemers","63.50"
"8350","Graeme Kelling","63.50"
"3089","Iris Cummings","63.50"
"3247","Gene B. Glick","63.50"
"3419","Thelma Eisen","63.50"
"3971","Francis Junior Pierce","63.50"
"4396","Donald J. Irwin","63.50"
"5764","Erik Tandberg","63.50"
"6220","Johannes Van Damme","63.50"
"6330","Douglas Haynes","63.50"
"6366","Kenneth White","63.50"
"909","Cecil Brown","63.50"
"3748","Blanca Magrassi Scagno","63.50"
"3820","Marge Calhoun","63.50"
"634","Manfred von Brauchitsch","63.50"
"1251","Sarah Ferrati","63.50"
"1705","Edward Hidalgo","63.50"
"1746","June Knight","63.50"
"3499","Betty Lasky","63.50"
"3760","Sossen Krohg","63.50"
"3976","Davey Lee","63.50"
"1031","Ambroise-Marie Carré","63.50"
"1170","Pierre de Chevigné","63.50"
"1860","Felrath Hines","63.50"
"2036","Henki Kolstad","63.50"
"2292","Trigger Alpert","63.50"
"2519","Hans Holtedahl","63.50"
"356","Hans Peter L'Orange","63.50"
"515","Margherita Wallmann","63.50"
"2173","Joseph Grimeland","63.50"
"2217","John H. Jr. Wood","63.50"
"575","Karl Frankenstein","63.50"
"663","Virginia Cutler","63.50"
"1232","Emma Catalina Encinas Aguayo","63.50"
"380","Jacoba Van Velde","63.50"
"75","Hermann Esser","63.50"
"1246","Jack Johnson","63.50"
"1390","Paulette Dubost","63.50"
"1925","Georges Emmanuel Clancier","63.50"
"1926","Emmanuel Roblès","63.50"
"2105","Gardner Ackley","63.50"
"2360","Billy Butterfield","63.50"
"2725","Pierre Georges","63.50"
"2922","Frank J. Dixon","63.50"
"3831","Yannick Bellon","63.50"
"4269","Guy Gabaldon","63.50"
"5016","Bob Denard","63.50"
"5753","Shirley Conran","63.50"
"5942","Wilfried Dietrich","63.50"
"6124","Pino Caruso","63.50"
"6270","Virgilio Elizondo","63.50"
"7134","Gabriella Ferri","63.50"
"7585","Jerry Adriani","63.50"
"1520","Willy Fowler","63.25"
"1589","José Ferrer","63.25"
"2412","Jack Paar","63.25"
"3648","V. C. Andrews","63.25"
"6693","Stephen F. Cohen","63.25"
"6788","Billy Joe Shaver","63.25"
"2825","Marge Champion","63.25"
"3400","Barbara Hale","63.25"
"5351","Anne Francis","63.25"
"5705","Pier Angeli","63.25"
"6149","Mari Hulman George","63.25"
"6504","Yvonne Craig","63.25"
"6778","Walt J. Bellamy","63.25"
"2838","Charles Percy","63.25"
"4143","Steve Forrest","63.25"
"4905","Robert D. Ray","63.25"
"4923","Luisa Josefina Hernández","63.25"
"5668","Gordon Jump","63.25"
"6506","Guy Marchand","63.25"
"7031","Fritz Wepper","63.25"
"7789","Norris Church Mailer","63.25"
"9110","Garrett K. Gomez","63.25"
"9206","Ari Gold","63.25"
"3960","Mel Patton","63.25"
"4186","Marshall Thompson","63.25"
"4255","Whitney Blake","63.25"
"4583","Harriet Woods","63.25"
"4751","Ralph Earnhardt","63.25"
"5103","Daisy Lúcidi","63.25"
"5119","Dow Finsterwald","63.25"
"5271","Edward Nixon","63.25"
"5293","Johnny Bright","63.25"
"5897","Henry Anglade","63.25"
"6037","Judith Roberts","63.25"
"6726","Jim Tyrer","63.25"
"8813","Cláudio Kano","63.25"
"8864","Kerryn McCann","63.25"
"9072","Dener","63.25"
"4551","Joan Quigley","63.25"
"4804","M. Rainer Lepsius","63.25"
"5477","Mary G. Enig","63.25"
"6303","John F. Kain","63.25"
"8335","David B. Feinberg","63.25"
"8786","Steven Stayner","63.25"
"1404","Rosemary DeCamp","63.25"
"1928","John Henry Lewis","63.25"
"3745","Luz María Puente","63.25"
"4447","Maralin Niska","63.25"
"4607","Tito Gotti","63.25"
"4882","Thomas Stewart","63.25"
"4973","Bob Bass","63.25"
"5421","Fletcher Jones","63.25"
"5555","Michel Dupuch","63.25"
"5952","H. Tati Santiesteban","63.25"
"6523","Gordon Mackenzie","63.25"
"6663","Guttorm Guttormsgaard","63.25"
"7018","Gribouille","63.25"
"2334","Ken Kavanaugh","63.25"
"3064","Kate Murtagh","63.25"
"4101","Jackie Lynn Taylor","63.25"
"4261","Elwood Hillis","63.25"
"4646","Carolyn George","63.25"
"4988","Larry Pennell","63.25"
"5098","Kjell Noreik","63.25"
"5452","Knut Bohwim","63.25"
"1382","Thomas Mellon Evans","63.25"
"1821","Tommy Henrich","63.25"
"3109","Ken Keyes","63.25"
"3237","Frédéric Temple","63.25"
"3353","William E. Phipps","63.25"
"3415","Lew Anderson","63.25"
"4028","Inge Müller","63.25"
"4354","A. R. Schwartz","63.25"
"4510","Nick Gabaldón","63.25"
"870","Mary Rockefeller","63.25"
"1869","Virginia Carroll","63.25"
"2170","Theodore R. Milton","63.25"
"2481","John Buchanan","63.25"
"2721","Tony P. Mardesich","63.25"
"3006","Louis Tom Dragna","63.25"
"3171","Robert B. Tresville","63.25"
"3917","Georgiana Young","63.25"
"826","Charles Brink","63.25"
"1276","Monroe Sweetland","63.25"
"1471","Carmen Mathews","63.25"
"1518","John Calvert","63.25"
"2945","Jim Hensley","63.25"
"1457","Anne-Marie Ørbeck","63.25"
"1537","Frank Moss","63.25"
"2059","Jessie Valentine","63.25"
"740","Francis Walder","63.25"
"1674","Johnny Hines","63.25"
"790","S. Rodman Irvine","63.25"
"131","Edgar Ende","63.25"
"83","Leonardo Conti","63.25"
"227","Peter Van de Kamp","63.25"
"275","Pippo Barzizza","63.25"
"444","Léon-Étienne Duval","63.25"
"525","Hans von Herwarth","63.25"
"563","Grete Mosheim","63.25"
"1594","Roberto Murolo","63.25"
"2773","Roman Pucinski","63.25"
"3649","Malcolm Boyd","63.25"
"4068","Ernie Stautner","63.25"
"4167","Arturo Lona Reyes","63.25"
"4985","Nicholas Ridley","63.25"
"5088","Michael Francis Gibson","63.25"
"5090","Luigi Pistilli","63.25"
"6190","Lucien Aimé-Blanc","63.25"
"6199","Hodding III Carter","63.25"
"6448","Jo Ann Zimmerman","63.25"
"6640","Jeri Taylor","63.25"
"7029","Ezio Tarantelli","63.25"
"6156","Bob Denver","63.00"
"8454","Irene Cara","63.00"
"9775","Naya Rivera","63.00"
"3922","Bobby Short","63.00"
"4739","Stuart Whitman","63.00"
"5318","Gene Littler","63.00"
"6160","Kreskin","63.00"
"4601","Shirley Fry","63.00"
"4631","Lois Nettleton","63.00"
"5193","Eddie LeBaron","63.00"
"7075","Sjoukje Dijkstra","63.00"
"8088","John Sessions","63.00"
"3608","Gloria Henry","63.00"
"3704","Gussie Moran","63.00"
"4232","Jimmy Bryan","63.00"
"4550","Carlo Croccolo","63.00"
"4837","Bernie Hamilton","63.00"
"5345","Carl Weschcke","63.00"
"5779","John Barnes Chance","63.00"
"6180","Johnny Bush","63.00"
"8253","Rev. Robert Williams","63.00"
"8421","Bambi Bembenek","63.00"
"3066","Warren J. Ferguson","63.00"
"4372","Georgann Johnson","63.00"
"4611","Richard Garland","63.00"
"5063","Marion Marshall","63.00"
"5134","Harold Moss","63.00"
"5140","Mike Jr. Todd","63.00"
"5185","Ike Jones","63.00"
"5294","Odile Versois","63.00"
"6040","Richard Allen Thompson","63.00"
"6211","Louis Weil","63.00"
"6313","Georges Sarre","63.00"
"6688","John S. Schuchman","63.00"
"7919","Scott Newman","63.00"
"8417","Siri Bjerke","63.00"
"2667","Paul Berliet","63.00"
"4037","Earl H. Carroll","63.00"
"4150","Nancy Guild","63.00"
"4384","Stephen Williams","63.00"
"4557","Roger Decock","63.00"
"4605","Robert C. Mathis","63.00"
"4878","James Gruber","63.00"
"5172","Stan Williams","63.00"
"5260","Paul Thyness","63.00"
"5276","Robert Gaylor","63.00"
"5297","John E. McCarthy","63.00"
"5609","Chic Anderson","63.00"
"6498","David Galloway","63.00"
"4525","James Watkins","63.00"
"2473","Richard Barr","63.00"
"2887","Dorothy Green","63.00"
"3018","Victor Millan","63.00"
"3438","Whitey Von Nieda","63.00"
"3514","David S. Dodge","63.00"
"3626","Howard Madole","63.00"
"4722","Bab Christensen","63.00"
"1333","Mario Pisu","63.00"
"1670","Irene Manning","63.00"
"3363","Ørnulf Tofte","63.00"
"1427","Robert Bates","63.00"
"578","Marie Glory","63.00"
"52","Fidel Velázquez","63.00"
"363","Elena Caffarena","63.00"
"788","Jean Daninos","63.00"
"928","Émile Aron","63.00"
"1373","Mae Clarke","63.00"
"1609","Émile Allais","63.00"
"1887","Georges Cravenne","63.00"
"1895","Jacques Dufilho","63.00"
"2298","Frederick Carlton Weyand","63.00"
"2666","Pierre Pichot","63.00"
"3196","Jean de Broglie","63.00"
"3211","Jack Beeson","63.00"
"4254","Bob Richards","63.00"
"4711","Bill Yeoman","63.00"
"5314","Arcadio Poveda","63.00"
"5641","Leon Black","63.00"
"6232","Erich Barnes","63.00"
"6821","Wayland Flowers","63.00"
"6100","Tom Heinsohn","62.75"
"4117","Arlene Dahl","62.75"
"5669","Diane Cilento","62.75"
"6905","Larry Lujack","62.75"
"7418","Jan-Michael Vincent","62.75"
"8403","Elio De Angelis","62.75"
"8467","Sam Mills","62.75"
"3659","Harrison Dillard","62.75"
"3985","Rosemary Murphy","62.75"
"4755","Tom Aldredge","62.75"
"5262","Bradford Dillman","62.75"
"5499","Françoise Arnoul","62.75"
"5542","Janice Rule","62.75"
"6725","Marisa Mell","62.75"
"7748","Max Walker","62.75"
"1727","Eleanor Holm","62.75"
"1797","Tony Zale","62.75"
"4464","Patrice Wymore","62.75"
"948","Leonard Carlitz","62.75"
"5197","Anson Rainey","62.75"
"5425","Manuel Valdés","62.75"
"7994","Fauna Hodel","62.75"
"9477","Polly Klaas","62.75"
"4509","Patricia Benoit","62.75"
"4802","Bo Pilgrim","62.75"
"5005","Joyce Gordon","62.75"
"5354","Frances Muñoz","62.75"
"5581","AJ Carothers","62.75"
"6263","Bill Glass","62.75"
"6848","Donald R. Atkinson","62.75"
"7282","Yves Bertrand","62.75"
"2750","Dewey Follett Bartlett","62.75"
"3461","Dean Caswell","62.75"
"3654","Gus Zernial","62.75"
"4018","George Louis McGhee","62.75"
"5234","Billy Wade","62.75"
"1149","Margaret Harshaw","62.75"
"2338","John A. Love","62.75"
"2901","Gerardo Guerrieri","62.75"
"4377","Jaymala Shiledar","62.75"
"2511","Philippe Ragueneau","62.75"
"3285","Otis Cary","62.75"
"4250","Knox Ramsey","62.75"
"4952","Bjørn Haug","62.75"
"6758","Kari Medaas","62.75"
"1699","Lukas Ammann","62.75"
"3848","Joe Gandara","62.75"
"438","LaVern Dilweg","62.75"
"700","Herbert Schwiegk","62.75"
"2723","Ebba Isene","62.75"
"673","Manuel Medel","62.75"
"707","Ruth Malcomson","62.75"
"528","Wolfgang Stresemann","62.75"
"850","James G. Stewart","62.75"
"1058","Esphyr Slobodkina","62.75"
"1545","Boris Taslitzky","62.75"
"1972","Will Quadflieg","62.75"
"2677","Genoa Keawe","62.75"
"4137","Jean-Charles Tacchella","62.75"
"4256","Blanca Estela Pavón","62.75"
"4422","Jean Alexander","62.75"
"5355","Severino Cavalcanti","62.75"
"5618","Jackie Parker","62.75"
"6000","Dinah Hinz","62.75"
"6653","Laleh Bakhtiar","62.75"
"6886","Aracy Balabanian","62.75"
"7025","Nathalie Delon","62.75"
"7768","Jack Tatum","62.75"
"8222","Ennio Fantastichini","62.75"
"3263","Jim McKay","62.50"
"5901","Robert Bourassa","62.50"
"4659","Sada Thompson","62.50"
"5757","Johnny Podres","62.50"
"7401","Jerry Quarry","62.50"
"7827","Maury Chaykin","62.50"
"3651",""Crazylegs" Hirsch","62.50"
"3706","Betsy Drake","62.50"
"5382","Dick Groat","62.50"
"8646","Suzanne Whang","62.50"
"9037","Fabio Casartelli","62.50"
"4128","Dickie Moore","62.50"
"4924","George Yardley","62.50"
"4138","Arthur Duncan","62.50"
"5594","Jean-Pierre Babelon","62.50"
"6864","Michael Woodroofe","62.50"
"6890","Hariton Pushwagner","62.50"
"6934","Tom Eyen","62.50"
"8504","Al Giordano","62.50"
"2617","Hal Jr. Roach","62.50"
"5498","Rosario Nicoletti","62.50"
"6085","Nando Orfei","62.50"
"6460","François Boutin","62.50"
"6479","Romain Bouteille","62.50"
"6786","Roger McMurrin","62.50"
"6857","Aage Müller-Nilssen","62.50"
"6958","Stein Winge","62.50"
"7430","Molly Duncan","62.50"
"7988","Dennis Pavao","62.50"
"8040","Thom McGinty","62.50"
"4050","Herb Selwyn","62.50"
"4200","Phyllis Love","62.50"
"4799","Lilia del Valle","62.50"
"4936","Juno Stover-Irwin","62.50"
"5312","Roar Høyland","62.50"
"5876","Sven Sønsteby","62.50"
"6255","Arlon Lindner","62.50"
"6281","Mike Storen","62.50"
"6300","Joe Campbell","62.50"
"6840","Svend Skrydstrup","62.50"
"7060","Ken Brewer","62.50"
"1773","Benny Lynch","62.50"
"2252","Ann Cottrell Free","62.50"
"2569","James Edwards","62.50"
"2657","Johnny Mantz","62.50"
"3294","George J. Eade","62.50"
"3454","Dottie Frazier","62.50"
"4314","Wenche Lowzow","62.50"
"5060","Princess of Afghanistan India","62.50"
"6131","Sanger D. Shafer","62.50"
"1603","Apolônio de Carvalho","62.50"
"3943","Erik Borge","62.50"
"1573","Robert Paige","62.50"
"1647","Iris Adrian","62.50"
"2102","John W. Gallivan","62.50"
"2702","Seymour W. Terry","62.50"
"1255","William Sr. Horton","62.50"
"1498","Victor Potamkin","62.50"
"762","Brynjulf Bull","62.50"
"1150","William H. Behle","62.50"
"107","Kurt Richter","62.50"
"51","Karl Ernst Krafft","62.50"
"36","Guy Mazeline","62.50"
"499","René Cogny","62.50"
"889","Eugene Guillevic","62.50"
"1008","Hélène Boucher","62.50"
"1533","Conchita Montenegro","62.50"
"1571","Albert Coppé","62.50"
"3133","Doc Paskowitz","62.50"
"3157","Franco Fornari","62.50"
"3792","Patricia Knatchbull","62.50"
"3907","James Jr. Kirkwood","62.50"
"4090","Roger Quilliot","62.50"
"4355","Willis Carto","62.50"
"4857","Leroy Vinnegar","62.50"
"5144","Stanley Gordon Sturges","62.50"
"5330","Luigi De Filippo","62.50"
"5698","Rosa de Castilla","62.50"
"6051","Henri Leclerc","62.50"
"6914","Michael Cole","62.50"
"7772","Nora Astorga","62.50"
"9245","Pietro Taricone","62.50"
"2839","Jayne Meadows","62.25"
"4429","Julie Adams","62.25"
"6126","Inger Stevens","62.25"
"6447","Frederic Forrest","62.25"
"6618","Gary Collins","62.25"
"7287","Sal Bando","62.25"
"8488","Tai Babilonia","62.25"
"2560","Robert Wadlow","62.25"
"5985","Ann Wedgeworth","62.25"
"6573","Richard Threlkeld","62.25"
"6844","Stuart Margolin","62.25"
"7411","Luis Ocana","62.25"
"7578","Tom Dempsey","62.25"
"8280","Jono Coleman","62.25"
"4369","Arturo García Bustos","62.25"
"5084","Bob Bullock","62.25"
"5200","Bruce Lansbury","62.25"
"8151","Tom Whitlock","62.25"
"4764","Virgil Akins","62.25"
"5986","Gustavo L. Garcia","62.25"
"6183","Mark McManus","62.25"
"8156","Daniel Ducarme","62.25"
"8797","Enrico Cucchi","62.25"
"3037","Louisa Horton","62.25"
"3744","Adlene Harrison","62.25"
"3809","Myrna Dell","62.25"
"4110","Olga Ramos Peña","62.25"
"4595","Gordon St. Angelo","62.25"
"4612","Fanchon Fröhlich","62.25"
"5224","Dennis Elwell","62.25"
"5244","Eddie Hice","62.25"
"5319","Donn B. Murphy","62.25"
"6186","Robert L. Jr. Leuschner","62.25"
"6781","Ted Luckenbill","62.25"
"7930","David Yewdall","62.25"
"1640","Doodles Weaver","62.25"
"4387","Ernie Roth","62.25"
"2690","Torstein Grythe","62.25"
"2893","Thorleif Schjelderup","62.25"
"2978","John Addey","62.25"
"3105","Gennie DeWeese","62.25"
"3392","Billy Hillenbrand","62.25"
"3445","Timothy Farrell","62.25"
"4100","Nippy Jones","62.25"
"4340","Rudy Render","62.25"
"4423","Bob Donham","62.25"
"4666","Bob Kelly","62.25"
"753","Alma Vessells John","62.25"
"983","Oscar Christian Gundersen","62.25"
"2122","Katherine Loker","62.25"
"2328","John Andrew Young","62.25"
"2362","Katherine Godwin","62.25"
"3108","Todd Karns","62.25"
"3158","Carroll Pratt","62.25"
"752","Aadel Bülow-Hansen","62.25"
"1080","Richard P. Powell","62.25"
"496","Gerhard Adler","62.25"
"1200","Frank Gasparro","62.25"
"1560","Johnny Richards","62.25"
"1979","Jim Lee Howell","62.25"
"2832","David Talmage","62.25"
"3139","Donald McIntosh Kendall","62.25"
"5206","Pierre Tornade","62.25"
"5385","Michel Robin","62.25"
"6372","Franca Bettoia","62.25"
"7331","Jean-François Jenny-Clark","62.25"
"8399","Michael Kennedy","62.25"
"4723","Judith Krantz","62.00"
"8974","Anne Heche","62.00"
"3906","Jack Weston","62.00"
"6514","Chad Everett","62.00"
"7956","Edward Albert","62.00"
"8215","Susan Butcher","62.00"
"5041","Lorne Worsley","62.00"
"5716","Slick Leonard","62.00"
"6010","Hopalong Cassady","62.00"
"7443","Carrie Snodgress","62.00"
"7927","John Matuszak","62.00"
"8428","Wendie Sperber","62.00"
"4569","Virginia A. Myers","62.00"
"4588","Rogerio Azcárraga Madero","62.00"
"4867","Cécile Aubry","62.00"
"4946","Alan Abel","62.00"
"5289","Paul Pressler","62.00"
"6060","Alain Bancquart","62.00"
"6361","Astrid Nøklebye Heiberg","62.00"
"6687","Fredrik S. Heffermehl","62.00"
"8853","Alex Baroni","62.00"
"6457","Rossella Como","62.00"
"7105","Buster Warenski","62.00"
"8491","Hilde Heltberg","62.00"
"4633","Eddie Barker","62.00"
"4869","François Remetter","62.00"
"5105","Jerry Groom","62.00"
"5207","Frank Sullivan","62.00"
"5414","Walt Davis","62.00"
"5975","Peter Earnest","62.00"
"6348","Milton Sr. Bluehouse","62.00"
"6381","Friedrich Mecksepper","62.00"
"6834","Gary R. Pfingston","62.00"
"1916","Earl Stannard Herald","62.00"
"2270","Jerry Pettis","62.00"
"2625","Isobel Barnett","62.00"
"2926","Ray Still","62.00"
"3546","Cactus Pryor","62.00"
"3624","Jack Lund Schofield","62.00"
"4209","Robert K. Abbett","62.00"
"5884","Per Ung","62.00"
"2609","Madeleine A. Polland","62.00"
"3200","David Weidman","62.00"
"3579","Halka Chronic","62.00"
"3690","Lowell Wagner","62.00"
"3865","Jack Randall","62.00"
"4495","Jim Brideweser","62.00"
"2144","Mentz Schulerud","62.00"
"2564","William Jefferson Jr. Blythe","62.00"
"3981","Lee Bowers","62.00"
"893","Oreste Plath","62.00"
"879","Thomas Carr","62.00"
"3","Paola Borboni","62.00"
"213","Rodolfo Margaria","62.00"
"347","Ricardo López Méndez","62.00"
"693","Ilse Trautschold","62.00"
"138","Gaston Palewski","62.00"
"223","Henri Cochet","62.00"
"512","Anna Mahler","62.00"
"1242","Frances Dee","62.00"
"1325","Edmund Bacon","62.00"
"2787","Roger Borniche","62.00"
"3633","Claude Piéplu","62.00"
"4002","Bobby Lewis","62.00"
"4476","Helen Liu Fong","62.00"
"4531","Dan Wallin","62.00"
"5028","Evangelina Elizondo","62.00"
"5469","René Follet","62.00"
"5556","Arturo Pomar","62.00"
"6455","Louis Le Pensec","62.00"
"6858","Monte Kiffin","62.00"
"6965","Jacques Auxiette","62.00"
"7475","Curley Culp","62.00"
"9086","Juan Camilo Mouriño","62.00"
"5013","Poul Schlüter","61.75"
"5538","Tom Laughlin","61.75"
"6084","Stanton T. Friedman","61.75"
"6503","Trini Lopez","61.75"
"7137","Felice Gimondi","61.75"
"9140","Frankie Boyle","61.75"
"1301","Magda Olivero","61.75"
"5521","Antonella Lualdi","61.75"
"6213","Doug McClure","61.75"
"8434","Dave Krieg","61.75"
"10264","Brittany Broski","61.75"
"3973","Doc Blanchard","61.75"
"4959","Hugh McElhenny","61.75"
"6296","Bobby Morrow","61.75"
"6805","George Archer","61.75"
"6118","Skandor Akbar","61.75"
"9751","Piermario Morosini","61.75"
"4994","Jim Tunney","61.75"
"5512","Joachim Calmeyer","61.75"
"5559","Bud Shrake","61.75"
"5915","Tom Courtney","61.75"
"8113","Ian Bairnson","61.75"
"5464","André Degroeve","61.75"
"6320","Kenneth Hall","61.75"
"7442","Max Huber","61.75"
"7598","Jorgé Donn","61.75"
"7812","Daniele Formica","61.75"
"8199","Kjell Grandhagen","61.75"
"4279","Gloria Warren","61.75"
"4524","India Adams","61.75"
"4665","Chuck Hulse","61.75"
"5110","Frank Bresee","61.75"
"5136","Leo Sanford","61.75"
"5547","Julia Gentleman","61.75"
"5604","Vilhelm Schjelderup","61.75"
"5857","Art Hunter","61.75"
"5965","Dick Wray","61.75"
"6674","Patricia Roy","61.75"
"2393","Robert Rimmer","61.75"
"2824","Ben Agajanian","61.75"
"2867","Vicente T. Ximenes","61.75"
"3098","John Russell","61.75"
"3314","Arnljot Strømme Svendsen","61.75"
"3630","Phil Carreón","61.75"
"3978","Matthew Beard","61.75"
"4129","Erik Grønseth","61.75"
"4758","Donald Rickard","61.75"
"5346","David Vreeland Kenyon","61.75"
"924","Henriette Wyeth Hurd","61.75"
"3264","Jack W. Mathis","61.75"
"3382","Vertus Hardiman","61.75"
"3584","Richard William Timm","61.75"
"3629","Abdon Alinovi","61.75"
"1462","Mary Louise Rasmuson","61.75"
"2212","Rodolfo Jr. Hoyos","61.75"
"1231","Stein Grieg Halvorsen","61.75"
"405","Jeanne Helbling","61.75"
"586","Elga Brink","61.75"
"49","Jean Carlu","61.75"
"277","Al Simmons","61.75"
"736","Ernst Kasemann","61.75"
"998","J. C. C. McKinsey","61.75"
"1020","Thomas Narcejac","61.75"
"1429","Roger Lapébie","61.75"
"1625","Marcello Marchesi","61.75"
"1939","Stan Jones","61.75"
"2878","Luis H. Álvarez","61.75"
"3678","Catherine Langeais","61.75"
"3862","Princess of Luxembourg Marie-Adélaïde","61.75"
"4721","Felice Andreasi","61.75"
"6134","Barclay Twins","61.75"
"6750","Elizabeth Clare Prophet","61.75"
"6871","Adrien Zeller","61.75"
"6951","Paulo César Pereio","61.75"
"8704","Thierry Paulin","61.75"
"6376","Daniel Selznick","61.67"
"3466","John Eisenhower","61.50"
"4907","Kåre Willoch","61.50"
"6143","Jim Inhofe","61.50"
"1992","Ray Walston","61.50"
"4061","Patrice Munsel","61.50"
"4361","Hans Günter Winkler","61.50"
"5532","Darryl Hickman","61.50"
"6713","Angela Thorne","61.50"
"6992","Cornelia Frances","61.50"
"4920","Kyle Rote","61.50"
"5186","Dick Weber","61.50"
"6382","Michel Jazy","61.50"
"7084","Jimmy Wynn","61.50"
"8164","Dan O'Brien","61.50"
"4297","Enzo Garinei","61.50"
"4462","James McCracken","61.50"
"5794","Jesse Belvin","61.50"
"5872","Alain de Mijolla","61.50"
"5885","Raul Gardini","61.50"
"6014","Red Simpson","61.50"
"6491","Xavier Gouyou-Beauchamps","61.50"
"6941","Tony Binarelli","61.50"
"7235","Gary Friedrich","61.50"
"8187","Angelo Venosa","61.50"
"8636","Hugh Auchincloss Steers","61.50"
"8937","John Henry Williams","61.50"
"2689","Bernard Perlin","61.50"
"6800","Mark Elliott","61.50"
"8933","Tom Long","61.50"
"3668","Louise Conte","61.50"
"4023","Angela Stevens","61.50"
"4637","Carlos Raffo Dasso","61.50"
"4944","Karin Bang","61.50"
"5055","Joseph Bernardo","61.50"
"5284","Gordon C. Stauffer","61.50"
"5433","Avriel Shull","61.50"
"5695","Derek Parker","61.50"
"5839","John Roach","61.50"
"5899","Charlie Shepard","61.50"
"6004","Raymundo Joseph Peña","61.50"
"6439","John Mahler","61.50"
"1861","Calvin L. Rampton","61.50"
"2964","Earl Irvin West","61.50"
"3589","William Lyon","61.50"
"4038","Dorothy DeBorba","61.50"
"4087","Woodley Lewis","61.50"
"4592","Paul Marco","61.50"
"4913","Bill Austin","61.50"
"2141","Joseph-Philippe Guay","61.50"
"2771","Graham B. Jr. Purcell","61.50"
"3324","Doris Lilly","61.50"
"3416","Brad Ecklund","61.50"
